0, 0
-10, 10
-20, 0
-10, -10
-20, -20
-10, -30
0, -20
-10, -10
0, -20
10, -10
0, -20
-10, -30
-20, -40
-10, -50
-20, -60
-30, -50
-40, -40
-30, -50
-20, -60
-10, -50
-20, -60
-30, -70
-20, -60
-30, -50
-40, -60
-30, -50
-20, -60
-30, -70
-40, -60
-50, -70
-40, -60
-30, -70
-40, -60
-30, -70
-40, -60
-30, -70
-40, -80
-30, -90
-40, -100
-50, -110
-60, -120
-50, -130
-40, -140
-30, -150
-20, -160
-30, -150
-20, -140
-10, -150
0, -140
-10, -150
0, -140
